VTW,  BTW,   VAW,   BAW,     V,     VMG,   PHI,SAIL
8,94,9.31,52.85,6.13,-0.428,4,Jib
8,93,9.4,52.21,6.138,-0.321,4,Jib
8,92,9.48,51.57,6.146,-0.214,4.1,Jib
8,91,9.57,50.93,6.152,-0.107,4.2,Jib
8,90,9.66,50.31,6.158,0,4.3,Jib
8,89,9.74,49.69,6.162,0.108,4.4,Jib
8,88,9.83,49.08,6.165,0.215,4.5,Jib
8,87,9.91,48.48,6.167,0.323,4.6,Jib
8,86,9.99,47.88,6.168,0.43,4.7,Jib
8,85,10.07,47.29,6.169,0.538,4.8,Jib
8,84,10.15,46.7,6.168,0.645,5,Jib
8,83,10.23,46.12,6.166,0.752,5.1,Jib
8,82,10.3,45.54,6.163,0.858,5.2,Jib
8,81,10.37,44.97,6.16,0.964,5.3,Jib
8,80,10.45,44.4,6.155,1.069,5.4,Jib
8,79,10.52,43.84,6.149,1.173,5.6,Jib
8,78,10.59,43.27,6.143,1.277,5.7,Jib
8,77,10.65,42.71,6.135,1.38,5.9,Jib
8,76,10.72,42.16,6.126,1.482,6.2,Jib
8,75,10.78,41.6,6.116,1.583,6.4,Jib
8,74,10.84,41.05,6.105,1.683,6.6,Jib
8,73,10.9,40.5,6.093,1.782,6.8,Jib
8,72,10.96,39.96,6.08,1.879,7,Jib
8,71,11.02,39.42,6.066,1.975,7.2,Jib
8,70,11.07,38.88,6.051,2.07,7.3,Jib
8,69,11.13,38.35,6.034,2.162,7.5,Jib
8,68,11.18,37.82,6.016,2.254,7.6,Jib
8,67,11.23,37.29,5.997,2.343,7.8,Jib
8,66,11.27,36.77,5.976,2.431,7.9,Jib
8,65,11.32,36.26,5.954,2.516,8,Jib
8,64,11.36,35.74,5.93,2.6,8.1,Jib
8,63,11.4,35.24,5.904,2.68,8.2,Jib
8,62,11.43,34.74,5.876,2.759,8.3,Jib
8,61,11.47,34.24,5.845,2.834,8.4,Jib
8,60,11.5,33.75,5.812,2.906,8.4,Jib
8,59,11.52,33.27,5.776,2.975,8.4,Jib
8,58,11.55,32.79,5.737,3.04,8.5,Jib
8,57,11.56,32.33,5.694,3.101,8.5,Jib
8,56,11.58,31.87,5.646,3.157,8.4,Jib
8,55,11.59,31.42,5.595,3.209,8.4,Jib
8,54,11.59,30.99,5.538,3.255,8.3,Jib
8,53,11.58,30.56,5.475,3.295,8.2,Jib
8,52,11.57,30.15,5.408,3.33,8.1,Jib
8,51,11.56,29.74,5.335,3.358,8,Jib
8,50,11.54,29.34,5.257,3.379,7.8,Jib
8,49,11.51,28.95,5.175,3.395,7.7,Jib
8,48,11.48,28.56,5.09,3.406,7.5,Jib
8,47,11.45,28.18,5.004,3.413,7.1,Jib
8,46,11.41,27.8,4.917,3.416,6.5,Jib
8,45,11.38,27.41,4.829,3.415,6,Jib
8,44,11.33,27.01,4.736,3.407,5.7,Jib
8,43,11.28,26.62,4.635,3.39,5.5,Jib
8,42,11.22,26.25,4.523,3.361,5.2,Jib
8,41,11.14,25.91,4.398,3.319,4.9,Jib
8,40,11.05,25.58,4.261,3.264,4.7,Jib
8,39,10.95,25.26,4.114,3.197,4.4,Jib
8,38,10.84,24.95,3.958,3.119,4.2,Jib
8,37,10.71,24.66,3.791,3.027,3.9,Jib
8,36,10.58,24.38,3.61,2.921,3.7,Jib
8,35,10.42,24.14,3.412,2.795,3.5,Jib
8,34,10.25,23.93,3.192,2.646,3.2,Jib
8,33,10.04,23.8,2.938,2.464,3,Jib
8,165.4,3.94,151.51,3.74,-3.619,0.4,Jib OPTDN
8,180,3.76,180,3.702,-3.702,-0.1,Poled Jib
8,179,3.75,178.01,3.717,-3.717,-0.1,Poled Jib
8,178,3.73,176,3.735,-3.732,-0.1,Poled Jib
8,177,3.72,173.97,3.753,-3.748,-0.1,Poled Jib
8,176,3.71,171.93,3.773,-3.764,-0.1,Poled Jib
8,175,3.7,169.87,3.792,-3.777,-0.1,Poled Jib
8,174,3.69,167.81,3.809,-3.788,-0.1,Poled Jib
8,173,3.69,165.75,3.825,-3.796,-0.1,Poled Jib
8,172,3.7,163.7,3.838,-3.8,-0.1,Poled Jib
8,171,3.71,161.67,3.847,-3.799,0,Poled Jib
8,170,3.73,159.67,3.851,-3.793,0,Poled Jib
8,169,3.75,157.71,3.851,-3.781,0,Poled Jib
8,168,3.78,155.78,3.849,-3.765,0,Poled Jib
8,167,3.81,153.88,3.847,-3.748,0,Poled Jib
8,166,3.84,151.99,3.846,-3.731,0,Poled Jib
8,165,3.88,150.11,3.847,-3.716,0,Poled Jib
8,164,3.91,148.23,3.851,-3.702,0,Poled Jib
8,163,3.94,146.35,3.858,-3.69,0,Poled Jib
8,162,3.97,144.47,3.867,-3.677,0.1,Poled Jib
8,161,4,142.64,3.873,-3.662,0.1,Poled Jib
8,160,4.04,140.87,3.875,-3.641,0.1,Poled Jib
8,159,4.09,139.17,3.871,-3.614,0.2,Poled Jib
8,158,4.14,137.55,3.862,-3.581,0.2,Poled Jib
8,157,4.2,135.99,3.85,-3.544,0.3,Poled Jib
8,156,4.25,134.49,3.835,-3.504,0.3,Poled Jib
8,155,4.31,133.03,3.818,-3.46,0.4,Poled Jib
8,154,4.38,131.61,3.801,-3.416,0.4,Poled Jib
8,153,4.44,130.21,3.784,-3.372,0.4,Poled Jib
8,152,4.5,128.82,3.77,-3.328,0.5,Poled Jib
8,151,4.55,127.42,3.758,-3.287,0.5,Poled Jib
8,150,4.61,126.01,3.75,-3.248,0.6,Poled Jib
8,149,4.67,124.6,3.745,-3.21,0.6,Poled Jib
8,148,4.72,123.16,3.744,-3.175,0.6,Poled Jib
8,147,4.78,121.71,3.747,-3.142,0.6,Poled Jib
8,146,4.83,120.23,3.754,-3.112,0.7,Poled Jib
8,145,4.88,118.74,3.766,-3.084,0.7,Poled Jib
8,144,4.93,117.22,3.781,-3.059,0.7,Poled Jib
8,143,4.98,115.68,3.8,-3.034,0.7,Poled Jib
8,142,5.03,114.14,3.821,-3.011,0.7,Poled Jib
8,141,5.09,112.59,3.845,-2.988,0.7,Poled Jib
8,140,5.14,111.05,3.87,-2.965,0.8,Poled Jib
8,139,5.19,109.52,3.896,-2.94,0.8,Poled Jib
8,138,5.25,108.02,3.921,-2.914,0.8,Poled Jib
8,137,5.31,106.53,3.947,-2.886,0.8,Poled Jib
8,136,5.37,105.07,3.972,-2.857,0.8,Poled Jib
8,135,5.43,103.63,3.997,-2.826,0.8,Poled Jib
8,171.7,3.7,163.05,3.841,-3.801,0,OPTDN Poled Jib
8,45.7,11.41,27.69,4.894,3.416,6.3,OPTUP
8,180,3.9,180,3.751,-3.751,0.1,Sym Spin
8,165,3.93,149.77,3.992,-3.856,0.4,Sym Spin
8,150,4.38,119.09,4.499,-3.896,0.8,Sym Spin
8,135,5.41,92.19,5.204,-3.68,1.5,Sym Spin
8,120,6.93,72.87,5.866,-2.933,2.7,Sym Spin
8,110,7.98,64.18,6.088,-2.082,3.5,Sym Spin
8,90,9.85,50.72,6.216,0,6.1,Sym Spin
8,80,10.58,44.96,6.116,1.062,8.9,Sym Spin
8,75,10.87,42.34,6.009,1.555,9.4,Sym Spin
8,70,11.08,40.04,5.832,1.995,8.7,Sym Spin
8,60,11.13,36.43,5.115,2.557,5,Sym Spin
8,152.9,4.25,124.96,4.381,-3.902,0.7,OPTDN Sym Spin
8,180,3.91,180,3.742,-3.742,0.1,Poled Asym
8,165,3.93,149.78,3.989,-3.853,0.4,Poled Asym
8,150,4.37,119.01,4.502,-3.899,0.8,Poled Asym
8,135,5.41,91.75,5.242,-3.707,1.5,Poled Asym
8,120,6.95,72.33,5.931,-2.965,2.6,Poled Asym
8,110,8.01,63.75,6.152,-2.104,3.5,Poled Asym
8,90,9.89,50.33,6.287,0,7,Poled Asym
8,80,10.64,44.35,6.214,1.079,11.1,Poled Asym
8,75,10.94,41.54,6.133,1.587,12.6,Poled Asym
8,70,11.19,38.97,6.007,2.055,13.2,Poled Asym
8,60,11.47,34.65,5.562,2.781,11.1,Poled Asym
8,152.1,4.28,123.15,4.416,-3.902,0.7,OPTDN Poled Asym
8,180,3.94,180,3.501,-3.501,0.1,Jib
8,165,3.95,150.78,3.746,-3.619,0.4,Jib
8,150,4.44,122.95,4.035,-3.494,0.8,Jib
8,135,5.32,98.1,4.515,-3.193,1.1,Jib
8,120,6.64,76.27,5.296,-2.648,1.8,Jib
8,110,7.71,65.17,5.779,-1.976,2.6,Jib
8,90,9.66,50.31,6.158,0,4.3,Jib
8,80,10.45,44.4,6.155,1.069,5.4,Jib
8,75,10.78,41.6,6.116,1.583,6.4,Jib
8,70,11.07,38.88,6.051,2.07,7.3,Jib
8,60,11.5,33.75,5.812,2.906,8.4,Jib
8,52,11.57,30.15,5.408,3.33,8.1,Jib
8,165.4,3.94,151.51,3.74,-3.619,0.4,Jib OPTDN
8,180,3.76,180,3.702,-3.702,-0.1,Poled Jib
8,165,3.88,150.11,3.847,-3.716,0,Poled Jib
8,150,4.61,126.01,3.75,-3.248,0.6,Poled Jib
8,135,5.43,103.63,3.997,-2.826,0.8,Poled Jib
8,171.7,3.7,163.05,3.841,-3.801,0,OPTDN Poled Jib
8,45.7,11.41,27.69,4.894,3.416,6.3,OPTUP
10,180,4.94,180,4.621,-4.621,0.1,Sym Spin
10,179,4.94,178.06,4.63,-4.629,0.1,Sym Spin
10,178,4.93,176.12,4.639,-4.637,0.1,Sym Spin
10,177,4.93,174.17,4.651,-4.644,0.2,Sym Spin
10,176,4.93,172.21,4.663,-4.651,0.2,Sym Spin
10,175,4.92,170.25,4.676,-4.658,0.2,Sym Spin
10,174,4.93,168.28,4.691,-4.665,0.3,Sym Spin
10,173,4.93,166.31,4.707,-4.672,0.3,Sym Spin
10,172,4.93,164.34,4.724,-4.678,0.3,Sym Spin
10,171,4.94,162.36,4.743,-4.684,0.4,Sym Spin
10,170,4.95,160.37,4.762,-4.69,0.4,Sym Spin
10,169,4.96,158.39,4.783,-4.695,0.4,Sym Spin
10,168,4.97,156.4,4.805,-4.7,0.5,Sym Spin
10,167,4.98,154.4,4.828,-4.705,0.5,Sym Spin
10,166,5,152.41,4.853,-4.709,0.5,Sym Spin
10,165,5.01,150.42,4.879,-4.712,0.5,Sym Spin
10,164,5.03,148.42,4.906,-4.716,0.6,Sym Spin
10,163,5.06,146.42,4.934,-4.719,0.6,Sym Spin
10,162,5.08,144.43,4.964,-4.721,0.6,Sym Spin
10,161,5.11,142.43,4.996,-4.724,0.7,Sym Spin
10,160,5.14,140.44,5.029,-4.725,0.7,Sym Spin
10,159,5.17,138.44,5.063,-4.727,0.7,Sym Spin
10,158,5.2,136.45,5.099,-4.728,0.8,Sym Spin
10,157,5.24,134.46,5.137,-4.729,0.8,Sym Spin
10,156,5.28,132.48,5.176,-4.729,0.8,Sym Spin
10,155,5.32,130.5,5.217,-4.728,0.9,Sym Spin
10,154,5.36,128.53,5.259,-4.726,0.9,Sym Spin
10,153,5.41,126.57,5.302,-4.724,1,Sym Spin
10,152,5.46,124.62,5.345,-4.72,1,Sym Spin
10,151,5.51,122.7,5.39,-4.714,1.1,Sym Spin
10,150,5.57,120.79,5.434,-4.706,1.1,Sym Spin
10,149,5.63,118.92,5.478,-4.695,1.2,Sym Spin
10,148,5.69,117.07,5.522,-4.683,1.2,Sym Spin
10,147,5.76,115.26,5.565,-4.667,1.3,Sym Spin
10,146,5.83,113.48,5.607,-4.648,1.3,Sym Spin
10,145,5.91,111.74,5.648,-4.626,1.4,Sym Spin
10,144,5.98,110.05,5.687,-4.601,1.4,Sym Spin
10,143,6.07,108.39,5.726,-4.573,1.5,Sym Spin
10,142,6.15,106.76,5.764,-4.542,1.5,Sym Spin
10,141,6.24,105.18,5.801,-4.508,1.6,Sym Spin
10,140,6.33,103.63,5.837,-4.471,1.7,Sym Spin
10,139,6.42,102.12,5.872,-4.432,1.7,Sym Spin
10,138,6.51,100.64,5.906,-4.389,1.8,Sym Spin
10,137,6.61,99.2,5.939,-4.344,1.9,Sym Spin
10,136,6.71,97.79,5.972,-4.296,1.9,Sym Spin
10,135,6.81,96.41,6.004,-4.245,2,Sym Spin
10,134,6.91,95.07,6.034,-4.192,2.1,Sym Spin
10,133,7.01,93.75,6.065,-4.136,2.2,Sym Spin
10,132,7.11,92.47,6.094,-4.078,2.2,Sym Spin
10,131,7.22,91.21,6.123,-4.017,2.3,Sym Spin
10,130,7.33,89.98,6.151,-3.953,2.4,Sym Spin
10,129,7.43,88.77,6.178,-3.888,2.5,Sym Spin
10,128,7.54,87.6,6.204,-3.82,2.6,Sym Spin
10,127,7.65,86.44,6.23,-3.749,2.7,Sym Spin
10,126,7.76,85.31,6.255,-3.677,2.7,Sym Spin
10,125,7.87,84.2,6.28,-3.602,2.8,Sym Spin
10,124,7.99,83.12,6.303,-3.525,2.9,Sym Spin
10,123,8.1,82.06,6.326,-3.445,3,Sym Spin
10,122,8.21,81.01,6.348,-3.364,3.1,Sym Spin
10,121,8.32,79.99,6.37,-3.281,3.2,Sym Spin
10,120,8.44,78.98,6.391,-3.195,3.3,Sym Spin
10,119,8.55,78,6.411,-3.108,3.5,Sym Spin
10,118,8.66,77.03,6.431,-3.019,3.6,Sym Spin
10,117,8.78,76.07,6.45,-2.928,3.7,Sym Spin
10,116,8.89,75.13,6.468,-2.835,3.8,Sym Spin
10,115,9,74.21,6.486,-2.741,3.9,Sym Spin
10,114,9.12,73.3,6.503,-2.645,4.1,Sym Spin
10,113,9.23,72.41,6.519,-2.547,4.2,Sym Spin
10,112,9.34,71.53,6.535,-2.448,4.3,Sym Spin
10,111,9.46,70.66,6.549,-2.347,4.5,Sym Spin
10,110,9.57,69.8,6.564,-2.245,4.6,Sym Spin
10,109,9.68,68.96,6.577,-2.141,4.8,Sym Spin
10,108,9.79,68.13,6.59,-2.036,5,Sym Spin
10,107,9.9,67.31,6.602,-1.93,5.2,Sym Spin
10,106,10.01,66.49,6.613,-1.823,5.5,Sym Spin
10,105,10.12,65.69,6.623,-1.714,5.8,Sym Spin
10,104,10.23,64.88,6.632,-1.604,6.4,Sym Spin
10,103,10.34,64.09,6.64,-1.494,6.9,Sym Spin
10,102,10.44,63.3,6.647,-1.382,7.4,Sym Spin
10,101,10.55,62.51,6.653,-1.269,8,Sym Spin
10,100,10.65,61.73,6.659,-1.156,8.5,Sym Spin
10,99,10.75,60.96,6.663,-1.042,9.1,Sym Spin
10,98,10.85,60.19,6.667,-0.928,9.6,Sym Spin
10,97,10.95,59.43,6.669,-0.813,10.2,Sym Spin
10,96,11.05,58.67,6.671,-0.697,10.8,Sym Spin
10,95,11.15,57.91,6.672,-0.581,11.3,Sym Spin
10,94,11.25,57.14,6.677,-0.466,11.9,Sym Spin
10,93,11.34,56.4,6.674,-0.349,12.4,Sym Spin
10,92,11.43,55.66,6.671,-0.233,13,Sym Spin
10,91,11.52,54.93,6.667,-0.116,13.5,Sym Spin
10,90,11.61,54.2,6.661,0,14,Sym Spin
10,89,11.7,53.48,6.655,0.116,14.6,Sym Spin
10,88,11.79,52.76,6.648,0.232,15.1,Sym Spin
10,87,11.87,52.04,6.639,0.348,15.6,Sym Spin
10,86,11.95,51.33,6.629,0.463,16.1,Sym Spin
10,85,12.03,50.62,6.619,0.577,16.6,Sym Spin
10,84,12.11,49.91,6.607,0.691,17.1,Sym Spin
10,83,12.19,49.21,6.594,0.804,17.6,Sym Spin
10,82,12.26,48.51,6.579,0.916,18.1,Sym Spin
10,81,12.34,47.82,6.564,1.027,18.6,Sym Spin
10,80,12.41,47.14,6.547,1.137,19,Sym Spin
10,79,12.48,46.46,6.528,1.246,19.5,Sym Spin
10,78,12.54,45.79,6.509,1.353,19.9,Sym Spin
10,77,12.61,45.13,6.488,1.46,20.2,Sym Spin
10,76,12.67,44.56,6.466,1.564,20.2,Sym Spin
10,75,12.74,44,6.443,1.668,20.2,Sym Spin
10,74,12.8,43.43,6.419,1.769,20.2,Sym Spin
10,73,12.87,42.87,6.394,1.869,20.1,Sym Spin
10,72,12.93,42.32,6.368,1.968,20.1,Sym Spin
10,71,12.98,41.77,6.34,2.064,20,Sym Spin
10,70,13.04,41.23,6.311,2.159,19.9,Sym Spin
10,69,13.09,40.71,6.281,2.251,19.8,Sym Spin
10,68,13.15,40.2,6.248,2.341,19.6,Sym Spin
10,67,13.2,39.69,6.214,2.428,19.4,Sym Spin
10,66,13.24,39.19,6.177,2.513,19.2,Sym Spin
10,65,13.28,38.71,6.138,2.594,18.9,Sym Spin
10,64,13.32,38.23,6.096,2.672,18.7,Sym Spin
10,63,13.36,37.79,6.051,2.747,18.2,Sym Spin
10,62,13.4,37.44,6.001,2.817,17.3,Sym Spin
10,61,13.43,37.1,5.946,2.883,16.3,Sym Spin
10,60,13.45,36.76,5.884,2.942,15.3,Sym Spin
10,156.5,5.26,133.45,5.157,-4.729,0.8,OPTDN Sym Spin
10,180,4.95,180,4.614,-4.614,0.1,Poled Asym
10,179,4.94,178.06,4.623,-4.622,0.1,Poled Asym
10,178,4.93,176.12,4.633,-4.63,0.1,Poled Asym
10,177,4.93,174.17,4.645,-4.638,0.2,Poled Asym
10,176,4.92,172.21,4.657,-4.646,0.2,Poled Asym
10,175,4.92,170.25,4.671,-4.653,0.2,Poled Asym
10,174,4.92,168.29,4.687,-4.661,0.3,Poled Asym
10,173,4.92,166.31,4.703,-4.668,0.3,Poled Asym
10,172,4.93,164.34,4.721,-4.675,0.3,Poled Asym
10,171,4.93,162.35,4.74,-4.682,0.4,Poled Asym
10,170,4.94,160.37,4.76,-4.688,0.4,Poled Asym
10,169,4.95,158.38,4.781,-4.693,0.4,Poled Asym
10,168,4.96,156.39,4.804,-4.699,0.5,Poled Asym
10,167,4.98,154.39,4.827,-4.704,0.5,Poled Asym
10,166,4.99,152.4,4.852,-4.708,0.5,Poled Asym
10,165,5.01,150.4,4.879,-4.712,0.5,Poled Asym
10,164,5.03,148.4,4.906,-4.716,0.6,Poled Asym
10,163,5.05,146.4,4.935,-4.719,0.6,Poled Asym
10,162,5.07,144.4,4.965,-4.722,0.6,Poled Asym
10,161,5.1,142.4,4.997,-4.724,0.7,Poled Asym
10,160,5.13,140.41,5.03,-4.726,0.7,Poled Asym
10,159,5.16,138.41,5.065,-4.728,0.7,Poled Asym
10,158,5.19,136.41,5.101,-4.73,0.8,Poled Asym
10,157,5.23,134.42,5.139,-4.73,0.8,Poled Asym
10,156,5.27,132.43,5.179,-4.731,0.9,Poled Asym
10,155,5.31,130.44,5.22,-4.731,0.9,Poled Asym
10,154,5.35,128.46,5.263,-4.73,0.9,Poled Asym
10,153,5.4,126.49,5.307,-4.729,1,Poled Asym
10,152,5.45,124.53,5.353,-4.726,1,Poled Asym
10,151,5.5,122.59,5.398,-4.721,1.1,Poled Asym
10,150,5.56,120.67,5.444,-4.715,1.1,Poled Asym
10,149,5.62,118.78,5.49,-4.706,1.2,Poled Asym
10,148,5.68,116.91,5.535,-4.694,1.2,Poled Asym
10,147,5.75,115.09,5.58,-4.68,1.3,Poled Asym
10,146,5.82,113.3,5.624,-4.662,1.3,Poled Asym
10,145,5.89,111.54,5.666,-4.641,1.4,Poled Asym
10,144,5.97,109.84,5.707,-4.617,1.4,Poled Asym
10,143,6.05,108.17,5.746,-4.589,1.5,Poled Asym
10,142,6.14,106.54,5.785,-4.558,1.5,Poled Asym
10,141,6.23,104.95,5.822,-4.525,1.6,Poled Asym
10,140,6.32,103.4,5.859,-4.488,1.6,Poled Asym
10,139,6.41,101.89,5.894,-4.449,1.7,Poled Asym
10,138,6.5,100.41,5.929,-4.406,1.8,Poled Asym
10,137,6.6,98.96,5.963,-4.361,1.8,Poled Asym
10,136,6.7,97.55,5.996,-4.313,1.9,Poled Asym
10,135,6.8,96.18,6.028,-4.262,2,Poled Asym
10,134,6.9,94.83,6.059,-4.209,2,Poled Asym
10,133,7,93.51,6.09,-4.153,2.1,Poled Asym
10,132,7.11,92.22,6.12,-4.095,2.2,Poled Asym
10,131,7.21,90.96,6.15,-4.034,2.2,Poled Asym
10,130,7.32,89.73,6.178,-3.971,2.3,Poled Asym
10,129,7.43,88.52,6.207,-3.906,2.4,Poled Asym
10,128,7.54,87.34,6.234,-3.838,2.5,Poled Asym
10,127,7.65,86.18,6.261,-3.768,2.5,Poled Asym
10,126,7.76,85.04,6.288,-3.696,2.6,Poled Asym
10,125,7.87,83.93,6.314,-3.621,2.7,Poled Asym
10,124,7.99,82.84,6.339,-3.545,2.8,Poled Asym
10,123,8.1,81.77,6.363,-3.466,2.9,Poled Asym
10,122,8.21,80.72,6.387,-3.385,3,Poled Asym
10,121,8.33,79.69,6.41,-3.301,3.1,Poled Asym
10,120,8.44,78.68,6.433,-3.216,3.2,Poled Asym
10,119,8.55,77.69,6.455,-3.129,3.3,Poled Asym
10,118,8.67,76.71,6.476,-3.04,3.4,Poled Asym
10,117,8.78,75.75,6.496,-2.949,3.5,Poled Asym
10,116,8.9,74.81,6.516,-2.856,3.6,Poled Asym
10,115,9.01,73.89,6.535,-2.762,3.8,Poled Asym
10,114,9.13,72.98,6.553,-2.665,3.9,Poled Asym
10,113,9.24,72.08,6.57,-2.567,4,Poled Asym
10,112,9.36,71.2,6.587,-2.468,4.2,Poled Asym
10,111,9.47,70.33,6.603,-2.366,4.3,Poled Asym
10,110,9.58,69.48,6.618,-2.263,4.5,Poled Asym
10,109,9.7,68.64,6.632,-2.159,4.7,Poled Asym
10,108,9.81,67.81,6.646,-2.054,4.8,Poled Asym
10,107,9.92,66.99,6.658,-1.947,5.1,Poled Asym
10,106,10.03,66.18,6.67,-1.838,5.3,Poled Asym
10,105,10.14,65.38,6.681,-1.729,5.6,Poled Asym
10,104,10.25,64.58,6.69,-1.618,6.1,Poled Asym
10,103,10.36,63.78,6.698,-1.507,6.7,Poled Asym
10,102,10.46,63,6.706,-1.394,7.3,Poled Asym
10,101,10.57,62.21,6.712,-1.281,7.9,Poled Asym
10,100,10.67,61.43,6.718,-1.166,8.5,Poled Asym
10,99,10.78,60.66,6.722,-1.052,9.1,Poled Asym
10,98,10.88,59.89,6.726,-0.936,9.7,Poled Asym
10,97,10.98,59.13,6.729,-0.82,10.3,Poled Asym
10,96,11.08,58.36,6.73,-0.703,10.9,Poled Asym
10,95,11.17,57.6,6.731,-0.587,11.6,Poled Asym
10,94,11.27,56.83,6.735,-0.47,12.2,Poled Asym
10,93,11.37,56.08,6.733,-0.352,12.8,Poled Asym
10,92,11.46,55.33,6.729,-0.235,13.5,Poled Asym
10,91,11.55,54.59,6.725,-0.117,14.1,Poled Asym
10,90,11.64,53.85,6.719,0,14.7,Poled Asym
10,89,11.72,53.11,6.713,0.117,15.4,Poled Asym
10,88,11.81,52.37,6.705,0.234,16,Poled Asym
10,87,11.89,51.63,6.696,0.351,16.6,Poled Asym
10,86,11.97,50.89,6.686,0.466,17.3,Poled Asym
10,85,12.05,50.15,6.675,0.582,18,Poled Asym
10,84,12.13,49.41,6.663,0.697,18.6,Poled Asym
10,83,12.2,48.68,6.649,0.81,19.3,Poled Asym
10,82,12.27,47.94,6.634,0.923,20,Poled Asym
10,81,12.34,47.26,6.617,1.035,20.4,Poled Asym
10,80,12.42,46.67,6.598,1.146,20.4,Poled Asym
10,79,12.49,46.09,6.58,1.255,20.4,Poled Asym
10,78,12.57,45.51,6.56,1.364,20.3,Poled Asym
10,77,12.64,44.93,6.54,1.471,20.3,Poled Asym
10,76,12.71,44.36,6.52,1.577,20.3,Poled Asym
10,75,12.77,43.79,6.499,1.682,20.3,Poled Asym
10,74,12.84,43.22,6.477,1.785,20.2,Poled Asym
10,73,12.9,42.65,6.454,1.887,20.2,Poled Asym
10,72,12.96,42.09,6.43,1.987,20.2,Poled Asym
10,71,13.03,41.53,6.406,2.086,20.1,Poled Asym
10,70,13.08,40.98,6.381,2.182,20.1,Poled Asym
10,69,13.14,40.43,6.354,2.277,20.1,Poled Asym
10,68,13.19,39.88,6.326,2.37,20,Poled Asym
10,67,13.25,39.35,6.298,2.461,19.9,Poled Asym
10,66,13.3,38.83,6.267,2.549,19.7,Poled Asym
10,65,13.35,38.31,6.236,2.635,19.5,Poled Asym
10,64,13.39,37.8,6.203,2.719,19.4,Poled Asym
10,63,13.44,37.29,6.168,2.8,19.2,Poled Asym
10,62,13.48,36.79,6.132,2.879,19,Poled Asym
10,61,13.52,36.29,6.093,2.954,18.8,Poled Asym
10,60,13.55,35.8,6.053,3.026,18.6,Poled Asym
10,155.5,5.29,131.41,5.2,-4.731,0.9,OPTDN Poled Asym
10,180,4.99,180,4.313,-4.313,0.2,Jib
10,179,4.98,178.13,4.33,-4.329,0.2,Jib
10,178,4.96,176.25,4.347,-4.345,0.2,Jib
10,177,4.95,174.35,4.365,-4.359,0.3,Jib
10,176,4.94,172.45,4.383,-4.373,0.3,Jib
10,175,4.94,170.54,4.402,-4.385,0.3,Jib
10,174,4.93,168.62,4.421,-4.396,0.4,Jib
10,173,4.93,166.7,4.439,-4.406,0.4,Jib
10,172,4.93,164.77,4.458,-4.415,0.4,Jib
10,171,4.93,162.84,4.477,-4.422,0.5,Jib
10,170,4.94,160.91,4.495,-4.427,0.5,Jib
10,169,4.95,158.98,4.514,-4.431,0.5,Jib
10,168,4.96,157.05,4.533,-4.434,0.6,Jib
10,167,4.98,155.13,4.551,-4.434,0.6,Jib
10,166,5,153.22,4.57,-4.434,0.6,Jib
10,165,5.02,151.31,4.588,-4.431,0.6,Jib
10,164,5.04,149.41,4.606,-4.428,0.7,Jib
10,163,5.07,147.53,4.624,-4.422,0.7,Jib
10,162,5.1,145.65,4.642,-4.415,0.7,Jib
10,161,5.13,143.79,4.661,-4.407,0.8,Jib
10,160,5.16,141.95,4.679,-4.397,0.8,Jib
10,159,5.2,140.11,4.697,-4.385,0.8,Jib
10,158,5.24,138.3,4.716,-4.372,0.9,Jib
10,157,5.28,136.5,4.734,-4.358,0.9,Jib
10,156,5.33,134.72,4.753,-4.342,0.9,Jib
10,155,5.37,132.96,4.772,-4.325,0.9,Jib
10,154,5.42,131.21,4.792,-4.307,1,Jib
10,153,5.47,129.48,4.812,-4.288,1,Jib
10,152,5.53,127.76,4.833,-4.267,1,Jib
10,151,5.58,126.06,4.855,-4.246,1,Jib
10,150,5.64,124.37,4.877,-4.223,1.1,Jib
10,149,5.7,122.71,4.899,-4.2,1.1,Jib
10,148,5.76,121.05,4.923,-4.175,1.1,Jib
10,147,5.82,119.42,4.947,-4.148,1.2,Jib
10,146,5.88,117.8,4.971,-4.121,1.2,Jib
10,145,5.95,116.2,4.997,-4.093,1.2,Jib
10,144,6.02,114.61,5.023,-4.064,1.2,Jib
10,143,6.09,113.04,5.051,-4.034,1.3,Jib
10,142,6.16,111.47,5.08,-4.003,1.3,Jib
10,141,6.23,109.91,5.111,-3.972,1.3,Jib
10,140,6.3,108.36,5.143,-3.94,1.4,Jib
10,139,6.38,106.82,5.178,-3.908,1.4,Jib
10,138,6.45,105.29,5.214,-3.875,1.4,Jib
10,137,6.53,103.76,5.252,-3.841,1.5,Jib
10,136,6.61,102.24,5.292,-3.807,1.5,Jib
10,135,6.7,100.73,5.333,-3.771,1.5,Jib
10,134,6.78,99.23,5.377,-3.735,1.6,Jib
10,133,6.87,97.74,5.421,-3.697,1.6,Jib
10,132,6.96,96.27,5.467,-3.658,1.6,Jib
10,131,7.05,94.82,5.513,-3.617,1.7,Jib
10,130,7.14,93.38,5.56,-3.574,1.7,Jib
10,129,7.24,91.97,5.607,-3.528,1.8,Jib
10,128,7.33,90.59,5.653,-3.48,1.8,Jib
10,127,7.43,89.24,5.698,-3.429,1.9,Jib
10,126,7.53,87.93,5.742,-3.375,1.9,Jib
10,125,7.64,86.64,5.784,-3.318,2,Jib
10,124,7.74,85.39,5.825,-3.257,2.1,Jib
